"5. Ehdokkaiden saamat äänimäärät suuruusjärjestyksessä sekä vertausluku"

"Ehdokas";"Äänimäärä";"Vertausluku";"Valintatieto"
"Ruohisto Juha / IP / Hämeen vaalipiiri";220;742.000;3
"Ahtola Tero / IP / Hämeen vaalipiiri";194;371.000;3
"Kare Veijo / IP / Hämeen vaalipiiri";100;247.333;3
"Simanov Gleb / IP / Hämeen vaalipiiri";71;185.500;3
"Pinola Sisko / IP / Hämeen vaalipiiri";45;148.400;3
"Tuutti-Kyrölä Riitta / IP / Hämeen vaalipiiri";41;123.667;3
"Jansson Simo / IP / Hämeen vaalipiiri";32;106.000;3
"Aspholm Helge / IP / Hämeen vaalipiiri";24;92.750;3
"Lyyra Linda / IP / Hämeen vaalipiiri";15;82.444;3
"Löfqvist Tiia / Piraattip. / Hämeen vaalipiiri";532;1658.000;3
"Savolainen Jari / Piraattip. / Hämeen vaalipiiri";318;829.000;3
"Hannukainen Tony / Piraattip. / Hämeen vaalipiiri";214;552.667;3
"Talikka Aku / Piraattip. / Hämeen vaalipiiri";194;414.500;3
"Lyijynen Joni / Piraattip. / Hämeen vaalipiiri";194;331.600;3
"Heikkilä Olli / Piraattip. / Hämeen vaalipiiri";120;276.333;3
"Pispa Ville / Piraattip. / Hämeen vaalipiiri";86;236.857;3
"Marin Sanna / SDP / Pirkanmaan vaalipiiri";10911;54220.000;1
"Viitanen Pia / SDP / Pirkanmaan vaalipiiri";8472;27110.000;1
"Gustafsson Jukka / SDP / Pirkanmaan vaalipiiri";6792;18073.333;1
"Nurminen Ilmari / SDP / Pirkanmaan vaalipiiri";5079;13555.000;1
"Tainio Hanna / SDP / Pirkanmaan vaalipiiri";4586;10844.000;2
"Asell Marko / SDP / Pirkanmaan vaalipiiri";4167;9036.667;3
"Pulla Sari / SDP / Pirkanmaan vaalipiiri";2173;7745.714;3
"Salmi Pekka / SDP / Pirkanmaan vaalipiiri";1940;6777.500;3
"Laine Hanna / SDP / Pirkanmaan vaalipiiri";1785;6024.444;3
"Ahonen Jussi-Pekka / SDP / Pirkanmaan vaalipiiri";1661;5422.000;3
"Loukaskorpi Johanna / SDP / Pirkanmaan vaalipiiri";1204;4929.091;3
"Petäkoski-Hult Tuula / SDP / Pirkanmaan vaalipiiri";1051;4518.333;3
"Pirttijärvi Eero / SDP / Pirkanmaan vaalipiiri";932;4170.769;3
"Kaleva Keijo / SDP / Pirkanmaan vaalipiiri";911;3872.857;3
"Järvinen Hannu / SDP / Pirkanmaan vaalipiiri";865;3614.667;3
"Niemelä Jari / SDP / Pirkanmaan vaalipiiri";638;3388.750;3
"Rokosa Inna / SDP / Pirkanmaan vaalipiiri";369;3189.412;3
"Karisma Petri / SDP / Pirkanmaan vaalipiiri";343;3012.222;3
"Kivelä Pasi / SDP / Pirkanmaan vaalipiiri";341;2853.684;3
"Mäkipää Lea / PS / Pirkanmaan vaalipiiri";6124;49551.000;1
"Savio Sami / PS / Pirkanmaan vaalipiiri";5270;24775.500;1
"Mölsä Martti / PS / Pirkanmaan vaalipiiri";5048;16517.000;1
"Elovaara Tiina / PS / Pirkanmaan vaalipiiri";4107;12387.750;1
"Luoto Heikki / PS / Pirkanmaan vaalipiiri";3981;9910.200;2
"Nurmo Mikko / PS / Pirkanmaan vaalipiiri";2969;8258.500;3
"Niemi Veijo / PS / Pirkanmaan vaalipiiri";2938;7078.714;3
"Kaleva Lassi / PS / Pirkanmaan vaalipiiri";2930;6193.875;3
"Puisto Sakari / PS / Pirkanmaan vaalipiiri";2762;5505.667;3
"Ahlqvist Tero / PS / Pirkanmaan vaalipiiri";1957;4955.100;3
"Laakso Mika / PS / Pirkanmaan vaalipiiri";1823;4504.636;3
"Tukia Timo / PS / Pirkanmaan vaalipiiri";1796;4129.250;3
"Törhönen Marko / PS / Pirkanmaan vaalipiiri";1701;3811.615;3
"Ristimäki-Anttila Jaana / PS / Pirkanmaan vaalipiiri";1571;3539.357;3
"Kiemunki Terhi / PS / Pirkanmaan vaalipiiri";1096;3303.400;3
"Silvennoinen Seppo / PS / Pirkanmaan vaalipiiri";903;3096.938;3
"Vuorenpää Harri / PS / Pirkanmaan vaalipiiri";881;2914.765;3
"Palovuori Tiina / PS / Pirkanmaan vaalipiiri";856;2752.833;3
"Asplund Kirsi-Maarit / PS / Pirkanmaan vaalipiiri";838;2607.947;3
"Tanus Sari / KD / Pirkanmaan vaalipiiri";2592;13553.000;1
"Rauhala Leena / KD / Pirkanmaan vaalipiiri";2562;6776.500;2
"Ahvenjärvi Sauli / KD / Pirkanmaan vaalipiiri";1451;4517.667;3
"Laakso Tarvo 'Rokkipappi' / KD / Pirkanmaan vaalipiiri";1040;3388.250;3
"Kuismanen Riitta / KD / Pirkanmaan vaalipiiri";1036;2710.600;3
"Jussila Jorma 'Jommu' / KD / Pirkanmaan vaalipiiri";756;2258.833;3
"Keskinen Timo / KD / Pirkanmaan vaalipiiri";661;1936.143;3
"Sipilä Satu / KD / Pirkanmaan vaalipiiri";608;1694.125;3
"Pursiainen Sirpa / KD / Pirkanmaan vaalipiiri";422;1505.889;3
"Korpela Katja / KD / Pirkanmaan vaalipiiri";368;1355.300;3
"Hakola Marika / KD / Pirkanmaan vaalipiiri";345;1232.091;3
"Räsänen Juhani / KD / Pirkanmaan vaalipiiri";328;1129.417;3
"Haapala Riitta / KD / Pirkanmaan vaalipiiri";300;1042.538;3
"Raunio Pirjo / KD / Pirkanmaan vaalipiiri";281;968.071;3
"Antila Veli-Matti / KD / Pirkanmaan vaalipiiri";275;903.533;3
"Mäensivu Repe / KD / Pirkanmaan vaalipiiri";196;847.063;3
"Setälä Mika / KD / Pirkanmaan vaalipiiri";131;797.235;3
"Holma Kimmo / KD / Pirkanmaan vaalipiiri";121;752.944;3
"Meronen Tommi / KD / Pirkanmaan vaalipiiri";80;713.316;3
"Vikman Sofia / KOK / Pirkanmaan vaalipiiri";9473;54648.000;1
"Kiuru Pauli / KOK / Pirkanmaan vaalipiiri";5726;27324.000;1
"Jaskari Harri / KOK / Pirkanmaan vaalipiiri";5471;18216.000;1
"Satonen Arto / KOK / Pirkanmaan vaalipiiri";5339;13662.000;1
"Sasi Kimmo / KOK / Pirkanmaan vaalipiiri";5202;10929.600;2
"Kostiainen Leena / KOK / Pirkanmaan vaalipiiri";3948;9108.000;3
"Markkanen Jouni / KOK / Pirkanmaan vaalipiiri";2579;7806.857;3
"Luojus Katja / KOK / Pirkanmaan vaalipiiri";2261;6831.000;3
"Jäntti Aleksi / KOK / Pirkanmaan vaalipiiri";2195;6072.000;3
"Haapaniemi Jari / KOK / Pirkanmaan vaalipiiri";2034;5464.800;3
"Kopponen Aleksi / KOK / Pirkanmaan vaalipiiri";1725;4968.000;3
"Ollila Mika / KOK / Pirkanmaan vaalipiiri";1490;4554.000;3
"Parkkila Seppo / KOK / Pirkanmaan vaalipiiri";1382;4203.692;3
"Lehmussaari Nea / KOK / Pirkanmaan vaalipiiri";1303;3903.429;3
"Seppä Sirpa / KOK / Pirkanmaan vaalipiiri";1067;3643.200;3
"Kivi Marko / KOK / Pirkanmaan vaalipiiri";1033;3415.500;3
"Jartti Pirkko / KOK / Pirkanmaan vaalipiiri";942;3214.588;3
"Parhankangas Kirsi / KOK / Pirkanmaan vaalipiiri";830;3036.000;3
"Helin Matti / KOK / Pirkanmaan vaalipiiri";648;2876.211;3
"Alatalo Mikko / KESK / Pirkanmaan vaalipiiri";6759;46189.000;1
"Pirttilahti Arto / KESK / Pirkanmaan vaalipiiri";6629;23094.500;1
"Hakanen Pertti / KESK / Pirkanmaan vaalipiiri";4709;15396.333;1
"Ovaska Jouni / KESK / Pirkanmaan vaalipiiri";4454;11547.250;2
"Lamminmäki Ari / KESK / Pirkanmaan vaalipiiri";3621;9237.800;3
"Kuisma Juha / KESK / Pirkanmaan vaalipiiri";3425;7698.167;3
"Hanhilahti Timo / KESK / Pirkanmaan vaalipiiri";2810;6598.429;3
"Holma Hanna / KESK / Pirkanmaan vaalipiiri";2532;5773.625;3
"Koskela Laila / KESK / Pirkanmaan vaalipiiri";2021;5132.111;3
"Kiili Kalle / KESK / Pirkanmaan vaalipiiri";1785;4618.900;3
"Sarvijärvi Minna / KESK / Pirkanmaan vaalipiiri";1723;4199.000;3
"Mäkinen-Aakula Marjo / KESK / Pirkanmaan vaalipiiri";1181;3849.083;3
"Lampi Santeri / KESK / Pirkanmaan vaalipiiri";1145;3553.000;3
"Vuohensilta Timo / KESK / Pirkanmaan vaalipiiri";674;3299.214;3
"Moilanen Raija / KESK / Pirkanmaan vaalipiiri";641;3079.267;3
"Lamberg Monica / KESK / Pirkanmaan vaalipiiri";631;2886.813;3
"Hakanen Teuvo / KESK / Pirkanmaan vaalipiiri";572;2717.000;3
"Tuomi Olli-Pekka / KESK / Pirkanmaan vaalipiiri";518;2566.056;3
"Kärkelä Pilvi / KESK / Pirkanmaan vaalipiiri";359;2431.000;3
"Kontula Anna / VAS / Pirkanmaan vaalipiiri";7769;21780.000;1
"Hyötynen Kalle / VAS / Pirkanmaan vaalipiiri";3206;10890.000;2
"Torkkola Sinikka / VAS / Pirkanmaan vaalipiiri";1271;7260.000;3
"Solanterä Minna-Maria / VAS / Pirkanmaan vaalipiiri";1229;5445.000;3
"Lehtonen Anneli / VAS / Pirkanmaan vaalipiiri";1124;4356.000;3
"Kesseli Rauno / VAS / Pirkanmaan vaalipiiri";1010;3630.000;3
"Aaltonen Mikko / VAS / Pirkanmaan vaalipiiri";913;3111.429;3
"Rask Virva-Mari / VAS / Pirkanmaan vaalipiiri";838;2722.500;3
"Porttikivi Ilkka / VAS / Pirkanmaan vaalipiiri";579;2420.000;3
"Isomaa Annukka / VAS / Pirkanmaan vaalipiiri";579;2178.000;3
"Lydén Erik / VAS / Pirkanmaan vaalipiiri";488;1980.000;3
"Kotalampi Katja / VAS / Pirkanmaan vaalipiiri";480;1815.000;3
"Aalto Harri / VAS / Pirkanmaan vaalipiiri";431;1675.385;3
"Lehikoinen Hannu / VAS / Pirkanmaan vaalipiiri";409;1555.714;3
"Koskela Irma / VAS / Pirkanmaan vaalipiiri";381;1452.000;3
"Mäntylä Jorma / VAS / Pirkanmaan vaalipiiri";346;1361.250;3
"Huhtala Tatjaana / VAS / Pirkanmaan vaalipiiri";289;1281.176;3
"Heinonen Tiina / VAS / Pirkanmaan vaalipiiri";233;1210.000;3
"Lampuoti Jarkko / VAS / Pirkanmaan vaalipiiri";205;1146.316;3
"Hassi Satu / VIHR / Pirkanmaan vaalipiiri";6332;28537.000;1
"Parviainen Olli-Poika / VIHR / Pirkanmaan vaalipiiri";4437;14268.500;1
"Heinämäki Anna-Kaisa / VIHR / Pirkanmaan vaalipiiri";3727;9512.333;2
"Suoniemi Juhana / VIHR / Pirkanmaan vaalipiiri";2156;7134.250;3
"Mustakallio Jaakko / VIHR / Pirkanmaan vaalipiiri";2125;5707.400;3
"Karjalainen Miisa / VIHR / Pirkanmaan vaalipiiri";1580;4756.167;3
"Haapa-aho Olga / VIHR / Pirkanmaan vaalipiiri";1230;4076.714;3
"Tomminen Antti / VIHR / Pirkanmaan vaalipiiri";1034;3567.125;3
"Suomela Iiris / VIHR / Pirkanmaan vaalipiiri";958;3170.778;3
"Sorsa Minna / VIHR / Pirkanmaan vaalipiiri";854;2853.700;3
"Stenhäll Jaakko / VIHR / Pirkanmaan vaalipiiri";721;2594.273;3
"Raatikainen Saana / VIHR / Pirkanmaan vaalipiiri";634;2378.083;3
"Kajan Maija / VIHR / Pirkanmaan vaalipiiri";604;2195.154;3
"Siuro Petri / VIHR / Pirkanmaan vaalipiiri";565;2038.357;3
"Heilimo Hanna-Kaisa / VIHR / Pirkanmaan vaalipiiri";506;1902.467;3
"Piirainen Heli / VIHR / Pirkanmaan vaalipiiri";462;1783.563;3
"Kytömäki Jussi / VIHR / Pirkanmaan vaalipiiri";382;1678.647;3
"Santala-Köykkä Riitta / VIHR / Pirkanmaan vaalipiiri";129;1585.389;3
"Mannila Marko / VIHR / Pirkanmaan vaalipiiri";101;1501.947;3
"Schadrin Pauli / SKP / Pirkanmaan vaalipiiri";420;1191.000;3
"Packalén Petra / SKP / Pirkanmaan vaalipiiri";124;595.500;3
"Grönfors Mervi / SKP / Pirkanmaan vaalipiiri";120;397.000;3
"Räikkä Laila / SKP / Pirkanmaan vaalipiiri";112;297.750;3
"Laitinen Erno / SKP / Pirkanmaan vaalipiiri";78;238.200;3
"Mentula Minna / SKP / Pirkanmaan vaalipiiri";75;198.500;3
"Moisio Eija / SKP / Pirkanmaan vaalipiiri";64;170.143;3
"Hildén Pekka / SKP / Pirkanmaan vaalipiiri";54;132.333;3
"Suominen Simo / SKP / Pirkanmaan vaalipiiri";52;119.100;3
"Uludag Ersin / SKP / Pirkanmaan vaalipiiri";31;108.273;3
"Koivula Risto / STP / Pirkanmaan vaalipiiri";61;148.875;3
"Lahdenmäki Timo / KTP / Pirkanmaan vaalipiiri";83;123.000;3
"Ryhänen Osmo Eerik / KTP / Pirkanmaan vaalipiiri";40;61.500;3
"Lintula Oula / Muutos2011 / Pirkanmaan vaalipiiri";188;486.000;3
"Moisander Antti / Muutos2011 / Pirkanmaan vaalipiiri";151;243.000;3
"Putkonen Anssi / Muutos2011 / Pirkanmaan vaalipiiri";147;162.000;3
"Sarisalmi Julius / IP / Pirkanmaan vaalipiiri";502;2289.000;3
"Seppänen Erkki / IP / Pirkanmaan vaalipiiri";352;1144.500;3
"Asikainen Lotta / IP / Pirkanmaan vaalipiiri";284;763.000;3
"Isosaari Timo / IP / Pirkanmaan vaalipiiri";192;572.250;3
"Alén Ari 'Bono' / IP / Pirkanmaan vaalipiiri";145;457.800;3
"Tervonen Janne / IP / Pirkanmaan vaalipiiri";113;381.500;3
"Salo Heidi / IP / Pirkanmaan vaalipiiri";96;327.000;3
"Karvonen Matti / IP / Pirkanmaan vaalipiiri";84;286.125;3
"Davidsson Jukka / IP / Pirkanmaan vaalipiiri";76;254.333;3
"Kuoppala Jenni / IP / Pirkanmaan vaalipiiri";76;228.900;3
"Hämäläinen Juha / IP / Pirkanmaan vaalipiiri";60;208.091;3
"Salmi Pia / IP / Pirkanmaan vaalipiiri";52;190.750;3
"Keinänen Henri / IP / Pirkanmaan vaalipiiri";51;176.077;3
"Suonsivu Jouni / IP / Pirkanmaan vaalipiiri";51;163.500;3
"Haavisto Pekka / IP / Pirkanmaan vaalipiiri";44;152.600;3
"Saari Mikko / IP / Pirkanmaan vaalipiiri";39;143.063;3
"Nummela Timo / IP / Pirkanmaan vaalipiiri";38;134.647;3
"Partala Antti / IP / Pirkanmaan vaalipiiri";34;127.167;3
"Kivistö Harri / Piraattip. / Pirkanmaan vaalipiiri";621;3037.000;3
"Isomaa Mika / Piraattip. / Pirkanmaan vaalipiiri";494;1518.500;3
"Ristimäki Juha / Piraattip. / Pirkanmaan vaalipiiri";365;1012.333;3
"Salo Juho / Piraattip. / Pirkanmaan vaalipiiri";223;759.250;3
"Malinen Tiina / Piraattip. / Pirkanmaan vaalipiiri";205;607.400;3
"Stenbäck Mark / Piraattip. / Pirkanmaan vaalipiiri";191;506.167;3
"Luoma-Nirva Jarno / Piraattip. / Pirkanmaan vaalipiiri";165;433.857;3
"Kallioniemi Petri / Piraattip. / Pirkanmaan vaalipiiri";107;379.625;3
"Nerve Janne / Piraattip. / Pirkanmaan vaalipiiri";106;337.444;3
"Soppela Olli / Piraattip. / Pirkanmaan vaalipiiri";90;303.700;3
"Rehuttu Hannele / Piraattip. / Pirkanmaan vaalipiiri";79;276.091;3
"Yltävä Jarno / Piraattip. / Pirkanmaan vaalipiiri";71;253.083;3
"Niska Miro / Piraattip. / Pirkanmaan vaalipiiri";64;233.615;3
"Tasanen Markus / Piraattip. / Pirkanmaan vaalipiiri";61;216.929;3
"Lindroos Teemu / Piraattip. / Pirkanmaan vaalipiiri";51;202.467;3
"Räsänen Joni / Piraattip. / Pirkanmaan vaalipiiri";44;189.813;3
"Lyttinen Esa / Piraattip. / Pirkanmaan vaalipiiri";40;178.647;3
"Ollitervo Esa / Piraattip. / Pirkanmaan vaalipiiri";30;168.722;3
"Oksanen Juha / Piraattip. / Pirkanmaan vaalipiiri";30;159.842;3
"Schafeitel Yrjö / Muut / Pirkanmaan vaalipiiri";1230;2469.000;3
"Oksanen Lasse / Muut / Pirkanmaan vaalipiiri";298;1234.500;3
"Mäkinen Sauli / Muut / Pirkanmaan vaalipiiri";190;823.000;3
"Viljanmaa Anita / Muut / Pirkanmaan vaalipiiri";157;617.250;3
"Suominen Paavo V. / Muut / Pirkanmaan vaalipiiri";92;493.800;3
"Järviö Helena / Muut / Pirkanmaan vaalipiiri";77;411.500;3
"Vehviläinen Tero / Muut / Pirkanmaan vaalipiiri";75;352.714;3
"Lisma Sakari / Muut / Pirkanmaan vaalipiiri";52;308.625;3
"Hirvenoja Arja / Muut / Pirkanmaan vaalipiiri";51;274.333;3
"Leppänen-Kaarsalo Tiina / Muut / Pirkanmaan vaalipiiri";46;246.900;3
"Flink Raimo / Muut / Pirkanmaan vaalipiiri";43;224.455;3
"Valorinta Jari / Muut / Pirkanmaan vaalipiiri";36;205.750;3
"Kuisma Kaarina / Muut / Pirkanmaan vaalipiiri";35;189.923;3
"Närvänen Paavo / Muut / Pirkanmaan vaalipiiri";27;176.357;3
"Pantsari Arja / Muut / Pirkanmaan vaalipiiri";22;164.600;3
"Hisinger Birgitta / Muut / Pirkanmaan vaalipiiri";19;154.313;3
"Rantanen Risto / Muut / Pirkanmaan vaalipiiri";19;145.235;3
"Paatero Sirpa / SDP / Kaakkois-Suomen vaalipiiri";9764;54604.000;1
"Kymäläinen Suna / SDP / Kaakkois-Suomen vaalipiiri";7435;27302.000;1
"Kiljunen Anneli / SDP / Kaakkois-Suomen vaalipiiri";5418;18201.333;1
"Taavitsainen Satu / SDP / Kaakkois-Suomen vaalipiiri";5416;13651.000;1
"Backman Jouni / SDP / Kaakkois-Suomen vaalipiiri";4888;10920.800;2
"Kärnä Jukka / SDP / Kaakkois-Suomen vaalipiiri";4287;9100.667;3
"Helminen Harri / SDP / Kaakkois-Suomen vaalipiiri";3905;7800.571;3
"Viitamies Pauliina / SDP / Kaakkois-Suomen vaalipiiri";3626;6825.500;3
"Mikkonen Anna-Kristiina / SDP / Kaakkois-Suomen vaalipiiri";1897;6067.111;3
"Järnstedt Teppo / SDP / Kaakkois-Suomen vaalipiiri";1657;5460.400;3
"Harjumaaskola Jarkko / SDP / Kaakkois-Suomen vaalipiiri";1401;4964.000;3
"Melkko Sari / SDP / Kaakkois-Suomen vaalipiiri";1245;4550.333;3
"Valtonen Mikko / SDP / Kaakkois-Suomen vaalipiiri";961;4200.308;3
"Honkimaa Joonas / SDP / Kaakkois-Suomen vaalipiiri";944;3900.286;3
"Taavitsainen Ninni / SDP / Kaakkois-Suomen vaalipiiri";800;3640.267;3
"Kollanus Kaija / SDP / Kaakkois-Suomen vaalipiiri";686;3412.750;3
"Seila Heikki / SDP / Kaakkois-Suomen vaalipiiri";274;3212.000;3
"Lindström Jari / PS / Kaakkois-Suomen vaalipiiri";9966;51707.000;1
"Eerola Juho / PS / Kaakkois-Suomen vaalipiiri";8320;25853.500;1
"Turunen Kaj / PS / Kaakkois-Suomen vaalipiiri";6929;17235.667;1
"Mäkelä Jani / PS / Kaakkois-Suomen vaalipiiri";6102;12926.750;1
"Korpivaara Pekka / PS / Kaakkois-Suomen vaalipiiri";4658;10341.400;2
"Hartonen-Pulkka Tanja / PS / Kaakkois-Suomen vaalipiiri";2566;8617.833;3
"Aalto Airi / PS / Kaakkois-Suomen vaalipiiri";1957;7386.714;3
"Heltimoinen Ilpo / PS / Kaakkois-Suomen vaalipiiri";1947;6463.375;3
"Kivinen Harri / PS / Kaakkois-Suomen vaalipiiri";1407;5745.222;3
"Pöyry Jukka / PS / Kaakkois-Suomen vaalipiiri";1384;5170.700;3
"Lehto Raul / PS / Kaakkois-Suomen vaalipiiri";1310;4700.636;3
"Voutilainen Emmi / PS / Kaakkois-Suomen vaalipiiri";1287;4308.917;3
"Paunonen Reijo / PS / Kaakkois-Suomen vaalipiiri";1046;3977.462;3
"Muurman Peter / PS / Kaakkois-Suomen vaalipiiri";948;3693.357;3
"Vilén Jenni / PS / Kaakkois-Suomen vaalipiiri";804;3447.133;3
"Vihavainen Satu / PS / Kaakkois-Suomen vaalipiiri";618;3231.688;3
"Sivenius Päivi / PS / Kaakkois-Suomen vaalipiiri";458;3041.588;3
"Palm Sari / KD / Kaakkois-Suomen vaalipiiri";3591;11056.000;3
"Riikonen Teuvo V. / KD / Kaakkois-Suomen vaalipiiri";2440;5528.000;3
"Kilpeläinen Veijo / KD / Kaakkois-Suomen vaalipiiri";505;3685.333;3
"Behm Sari / KD / Kaakkois-Suomen vaalipiiri";495;2764.000;3
"Parjanen Pirkko / KD / Kaakkois-Suomen vaalipiiri";494;2211.200;3
"Mertanen Eija / KD / Kaakkois-Suomen vaalipiiri";445;1842.667;3
"Rantalainen Juha / KD / Kaakkois-Suomen vaalipiiri";431;1579.429;3
"Hölsä Maiju / KD / Kaakkois-Suomen vaalipiiri";402;1382.000;3
"Järvinen Sami / KD / Kaakkois-Suomen vaalipiiri";371;1228.444;3
"Himanen Petri / KD / Kaakkois-Suomen vaalipiiri";343;1105.600;3
"Ryösö Hilla / KD / Kaakkois-Suomen vaalipiiri";322;1005.091;3
"Ahonen Liisa / KD / Kaakkois-Suomen vaalipiiri";316;921.333;3
"Tiusanen Kari / KD / Kaakkois-Suomen vaalipiiri";310;850.462;3
"Kivimäki Antti / KD / Kaakkois-Suomen vaalipiiri";269;789.714;3
"Turunen Tarja / KD / Kaakkois-Suomen vaalipiiri";128;737.067;3
"Kaario Jorma / KD / Kaakkois-Suomen vaalipiiri";106;691.000;3
"Ruhanen Esa / KD / Kaakkois-Suomen vaalipiiri";88;650.353;3
"Häkkänen Antti / KOK / Kaakkois-Suomen vaalipiiri";6216;38947.000;1
"Toivakka Lenita / KOK / Kaakkois-Suomen vaalipiiri";5028;19473.500;1
"Kopra Jukka / KOK / Kaakkois-Suomen vaalipiiri";4677;12982.333;1
"Kirjavainen Marika / KOK / Kaakkois-Suomen vaalipiiri";4115;9736.750;2
"Urpalainen Anu / KOK / Kaakkois-Suomen vaalipiiri";3358;7789.400;3
"Forss Marko Fobba / KOK / Kaakkois-Suomen vaalipiiri";3277;6491.167;3
"Telkkä Tuomas / KOK / Kaakkois-Suomen vaalipiiri";2226;5563.857;3
"Larikka Jari / KOK / Kaakkois-Suomen vaalipiiri";2024;4868.375;3
"Hyttinen Jyrki / KOK / Kaakkois-Suomen vaalipiiri";1737;4327.444;3
"Hultin Jan / KOK / Kaakkois-Suomen vaalipiiri";1578;3894.700;3
"Toikka Marita / KOK / Kaakkois-Suomen vaalipiiri";1349;3540.636;3
"Turkka Saara / KOK / Kaakkois-Suomen vaalipiiri";704;3245.583;3
"Vanhala Toni / KOK / Kaakkois-Suomen vaalipiiri";660;2995.923;3
"Honka Jussi / KOK / Kaakkois-Suomen vaalipiiri";593;2781.929;3
"Aho Eero / KOK / Kaakkois-Suomen vaalipiiri";521;2596.467;3
"Kylä-Harakka Paula / KOK / Kaakkois-Suomen vaalipiiri";496;2434.188;3
"Nykänen Marika / KOK / Kaakkois-Suomen vaalipiiri";388;2291.000;3
"Leppä Jari / KESK / Kaakkois-Suomen vaalipiiri";9362;61794.000;1
"Tiilikainen Kimmo / KESK / Kaakkois-Suomen vaalipiiri";9193;30897.000;1
"Kosonen Hanna / KESK / Kaakkois-Suomen vaalipiiri";6600;20598.000;1
"Pakkanen Markku / KESK / Kaakkois-Suomen vaalipiiri";6265;15448.500;1
"Torniainen Ari / KESK / Kaakkois-Suomen vaalipiiri";5412;12358.800;1
"Laukkanen Markku / KESK / Kaakkois-Suomen vaalipiiri";4532;10299.000;2
"Peltola Anniina / KESK / Kaakkois-Suomen vaalipiiri";3837;8827.714;3
"Rehn Merja / KESK / Kaakkois-Suomen vaalipiiri";3312;7724.250;3
"Pöyry Pekka / KESK / Kaakkois-Suomen vaalipiiri";2807;6866.000;3
"Heikkilä Markku / KESK / Kaakkois-Suomen vaalipiiri";2406;6179.400;3
"Viljakainen Kaija / KESK / Kaakkois-Suomen vaalipiiri";1788;5617.636;3
"Vuorinen Jukka / KESK / Kaakkois-Suomen vaalipiiri";1574;5149.500;3
"Pakkanen Antti / KESK / Kaakkois-Suomen vaalipiiri";1175;4753.385;3
"Tiusanen Hannu / KESK / Kaakkois-Suomen vaalipiiri";1110;4413.857;3
"Kuokka Vappu / KESK / Kaakkois-Suomen vaalipiiri";957;4119.600;3
"Sistonen Eero / KESK / Kaakkois-Suomen vaalipiiri";935;3862.125;3
"Tahvola Kairit / KESK / Kaakkois-Suomen vaalipiiri";529;3634.941;3
"Mielonen Joona / VAS / Kaakkois-Suomen vaalipiiri";1365;7336.000;3
"Bohm Tarja / VAS / Kaakkois-Suomen vaalipiiri";1352;3668.000;3
"Byman Mika / VAS / Kaakkois-Suomen vaalipiiri";638;2445.333;3
"Liukkonen Jorma / VAS / Kaakkois-Suomen vaalipiiri";518;1834.000;3
"Sallinen Marja-Leena / VAS / Kaakkois-Suomen vaalipiiri";461;1467.200;3
"Hämäläinen Taneli / VAS / Kaakkois-Suomen vaalipiiri";340;1222.667;3
"Valkonen Esa / VAS / Kaakkois-Suomen vaalipiiri";311;1048.000;3
"Tenhunen Piia / VAS / Kaakkois-Suomen vaalipiiri";309;917.000;3
"Savolainen Sini / VAS / Kaakkois-Suomen vaalipiiri";301;815.111;3
"Mykkänen Risto / VAS / Kaakkois-Suomen vaalipiiri";299;733.600;3
"Mykrä Timo / VAS / Kaakkois-Suomen vaalipiiri";298;666.909;3
"Kilpinen Atte / VAS / Kaakkois-Suomen vaalipiiri";275;611.333;3
"Piipponen-Pekkola Seija / VAS / Kaakkois-Suomen vaalipiiri";268;564.308;3
"Abu Taher Faruk / VAS / Kaakkois-Suomen vaalipiiri";193;524.000;3
"Silvala Suvi / VAS / Kaakkois-Suomen vaalipiiri";146;489.067;3
"Ollikainen Mikko / VAS / Kaakkois-Suomen vaalipiiri";142;458.500;3
"Hiironen Seppo / VAS / Kaakkois-Suomen vaalipiiri";120;431.529;3
"Lindqvist Thomas / RKP / Kaakkois-Suomen vaalipiiri";301;728.000;3
"Olsson Birgitta / RKP / Kaakkois-Suomen vaalipiiri";290;364.000;3
"Malmberg Kurt / RKP / Kaakkois-Suomen vaalipiiri";83;242.667;3
"Stenbacka Bo / RKP / Kaakkois-Suomen vaalipiiri";54;182.000;3
"Järvinen Heli / VIHR / Kaakkois-Suomen vaalipiiri";3580;15664.000;1
"Holopainen Hanna / VIHR / Kaakkois-Suomen vaalipiiri";2296;7832.000;2
"Liikanen Veli / VIHR / Kaakkois-Suomen vaalipiiri";1709;5221.333;3
"Spies Kaisa / VIHR / Kaakkois-Suomen vaalipiiri";1443;3916.000;3
"Aalto-Partanen Annika / VIHR / Kaakkois-Suomen vaalipiiri";1438;3132.800;3
"Andrejev Katja / VIHR / Kaakkois-Suomen vaalipiiri";1175;2610.667;3
"Kontiokorpi Anniina / VIHR / Kaakkois-Suomen vaalipiiri";552;2237.714;3
"Klemola Kimmo / VIHR / Kaakkois-Suomen vaalipiiri";545;1958.000;3
"Haakana Mervi / VIHR / Kaakkois-Suomen vaalipiiri";460;1740.444;3
"Heinonen Saku Santeri / VIHR / Kaakkois-Suomen vaalipiiri";455;1566.400;3
"Laitinen Petra / VIHR / Kaakkois-Suomen vaalipiiri";429;1424.000;3
"Kosonen Lauri / VIHR / Kaakkois-Suomen vaalipiiri";331;1305.333;3
"Kuukka Reima / VIHR / Kaakkois-Suomen vaalipiiri";292;1204.923;3
